"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47"
"646";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"647";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"648";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"649";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"650";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"651";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"652";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0
"653";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0
"654";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"655";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"656";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"657";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"658";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"659";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"660";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"661";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"662";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"663";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"664";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"665";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"666";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"667";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"668";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"669";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0
"670";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0
"671";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"672";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"673";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"674";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"675";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"676";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"677";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"678";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"679";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"680";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"681";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"682";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"683";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"684";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"685";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0
"686";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0
"687";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"688";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"689";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"690";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"691";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0
"692";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"693";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"694";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"695";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0
"696";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0
"697";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"698";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"699";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"700";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"701";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"702";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"703";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"704";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"705";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"706";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"707";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"708";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"709";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"710";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"711";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"712";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"713";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"714";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"715";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"716";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"717";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"718";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"719";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"720";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1
"721";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"722";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"723";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"724";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"725";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"726";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"727";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"728";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"729";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"730";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"731";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"732";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"733";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"734";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"735";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"736";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"737";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"738";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"739";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"740";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"741";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"742";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"743";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"744";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"745";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"746";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"747";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"748";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1
"749";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"750";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"751";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"752";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"753";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"754";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"755";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"756";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"757";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"758";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"759";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"760";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"761";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"762";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"763";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"764";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"765";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"766";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
"767";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0
"768";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"769";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"770";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"771";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"772";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"773";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"774";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"775";1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1
"776";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1
"777";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"778";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"779";1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"780";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"781";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"782";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"783";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"784";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"785";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"786";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"787";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
